,Unnamed: 0,代号,时间,链接,标题,内容,结果,和值
40,40,688148,2021-07-30 08:47:06,http://finance.eastmoney.com/a/202107302022180570.html,7月30日新股提示：长远锂科等申购 正元地信等上市 芳源股份中签号出炉 久祺股份公布中签率,"据交易所公告，7月30日，长远锂科申购，申购代码：787779，发行价格：5.65元/股，顶格申购需配市值69万元；冠石科技申购，申购代码：707588，发行价格：27.42元/股，顶格申购需配市值18万元。正元地信、天微电子、保立佳分别在科创板、科创板、创业板上市。芳源股份中签号出炉，投资者可缴款。久祺股份、金百泽、圣泉集团公布中签率，网上发行中签率分别为0.0177%、0.0148%、0.0404%。
【新股提示】
申购：长远锂科冠石科技
上市：正元地信天微电子保立佳
中签号：芳源股份
中签率：久祺股份金百泽圣泉集团
缴款：芳源股份
【申购】
长远锂科今日申购顶格申购需配市值69万元
上证报中国证券网讯据交易所公告，长远锂科今日申购，申购代码：787779，发行价格：5.65元/股，单一账户申购上限69,000股，顶格申购需配市值69万元。
冠石科技今日申购顶格申购需配市值18万元
上证报中国证券网讯据交易所公告，冠石科技今日申购，申购代码：707588，发行价格：27.42元/股，单一账户申购上限18,000 股，顶格申购需配市值18万元。
【上市】
正元地信今日上市发行价格1.97元/股
上证报中国证券网讯据交易所公告，正元地信今日在上海证券交易所科创板上市，公司证券代码为688509，发行价格1.97元/股，发行市盈率为27.86倍。
天微电子今日上市发行价格28.09元/股
上证报中国证券网讯据交易所公告，天微电子今日在上海证券交易所科创板上市，公司证券代码为688511，发行价格28.09元/股，发行市盈率为20.59倍。
保立佳今日上市发行价格14.82元/股
上证报中国证券网讯据交易所公告，保立佳今日在深圳证券交易所创业板上市，公司证券代码为301037，发行价格14.82元/股，发行市盈率为15.33倍。
【中签号及缴款】
芳源股份中签号出炉中签号码共有45600个
上证报中国证券网讯据交易所消息，芳源股份公布网上中签结果，中签号码共有45600个，每个中签号码只能认购500股芳源股份股票。
中签号码如下：
【中签率】
久祺股份网上发行最终中签率为0.0177%
上证报中国证券网讯据交易所公告，久祺股份公布网上申购情况及中签率，本次网上发行有效申购户数为14,587,905户，有效申购股数为132,847,104,500股。回拨机制启动后，网下最终发行数量为2,500.85万股，占本次公开发行数量的51.50%；网上最终发行数量为 2,355.15万股，占本次公开发行数量的48.50%。回拨后本次网上定价发行的中签率为0.0177282750%。
金百泽网上发行最终中签率为0.0148%
上证报中国证券网讯据交易所公告，金百泽公布网上申购情况及中签率，本次网上发行有效申购户数为14,586,982户，有效申购股数为87,395,407,500股。回拨机制启动后，网下最终发行数量为1,374.10万股，占本次发行总量的51.50%；网上最终发行数量为1,293.90万股，占本次发行总量48.50%。回拨后本次网上发行中签率为0.0148051258%。
圣泉集团网上发行最终中签率为0.0404%
上证报中国证券网讯据交易所公告，圣泉集团公布网上申购情况及中签率，本次网上发行有效申购户数为16,483,827户，有效申购股数为180,618,840,000股。回拨机制启动后，网下发行数量810.6万股，占本次发行数量的10%；网上发行数量为7,295.4万股，占本次发行数量的90%。回拨机制启动后，网上发行中签率为0.04039114%。
",1,12
41,41,688148,2021-07-30 08:44:13,http://finance.eastmoney.com/a/202107302022158198.html,芳源股份中签号出炉 中签号码共有45600个,"据交易所消息，芳源股份公布网上中签结果，中签号码共有45600个，每个中签号码只能认购500股芳源股份股票。
中签号码如下：
",1,1
42,42,688148,2021-07-29 20:15:01,http://finance.eastmoney.com/a/202107292021700433.html,芳源股份中签号出炉 共4.56万个,"芳源股份(688148)7月29日晚间披露网上中签结果，中签号码共45,600个，每个中签号码能认购500股芳源股份A股股票。
",1,0
43,43,688148,2021-07-29 09:40:20,http://finance.eastmoney.com/a/202107292020290940.html,7月29日新股提示：久祺股份等申购 华依科技等上市 厦钨新能等中签号出炉 芳源股份公布中签率,"上证报中国证券网讯据交易所公告，7月29日，久祺股份申购，顶格申购需配市值13.5万元；金百泽申购，顶格申购需配市值7.5万元；圣泉集团申购，顶格申购需配市值24万元。华依科技、金房节能、双乐股份分别在科创板、深交所主板、创业板上市。厦钨新能、本川智能、绿岛风中签号出炉，投资者可缴款。芳源股份公布中签率，网上发行中签率为0.0320%。
【新股提示】
申购：久祺股份金百泽圣泉集团
上市：华依科技金房节能双乐股份
中签号：厦钨新能本川智能绿岛风
中签率：芳源股份
缴款：厦钨新能本川智能绿岛风
【申购】
久祺股份今日申购顶格申购需配市值13.5万元
上证报中国证券网讯据交易所公告，久祺股份今日申购，申购代码：300994，发行价格：11.9元/股，单一账户申购上限13,500股，顶格申购需配市值13.5万元。
金百泽今日申购顶格申购需配市值7.5万元
上证报中国证券网讯据交易所公告，金百泽今日申购，申购代码：301041，发行价格：7.31元/股，单一账户申购上限7,500股，顶格申购需配市值7.5万元。
圣泉集团今日申购顶格申购需配市值24万元
上证报中国证券网讯据交易所公告，圣泉集团今日申购，申购代码：707589，发行价格：24.01元/股，单一账户申购上限24,000股，顶格申购需配市值24万元。
【上市】
华依科技今日上市发行价格13.73元/股
上证报中国证券网讯据交易所公告，华依科技今日在上海证券交易所科创板上市，公司证券代码为688071，发行价格13.73元/股，发行市盈率为24.98倍。
金房节能今日上市发行价格28.01元/股
上证报中国证券网讯据交易所公告，金房节能今日在深圳证券交易所主板上市，公司证券代码为001210，发行价格28.01元/股，发行市盈率为22.99倍。
双乐股份今日上市发行价格23.38元/股
上证报中国证券网讯据交易所公告，双乐股份今日在深圳证券交易所创业板上市，公司证券代码为301036，发行价格23.38元/股，发行市盈率为15.36倍。
【中签号及缴款】
厦钨新能中签号出炉中签号码共有42906个
上证报中国证券网讯据交易所消息，厦钨新能公布网上中签结果，中签号码共有42906个，每个中签号码只能认购500股厦钨新能 A股股票。
中签号码如下：
本川智能中签号出炉中签号码共有38649个
上证报中国证券网讯据交易所消息，本川智能公布网上中签结果，中签号码共有38649个，每个中签号码只能认购500股本川智能 A股股票。
中签号码如下：
绿岛风中签号出炉中签号码共有34000个
上证报中国证券网讯据交易所消息，绿岛风公布网上中签结果，中签号码共有34000个，每个中签号码只能认购500股绿岛风A股股票。
中签号码如下：
【中签率】
芳源股份网上发行最终中签率为0.0320%
上证报中国证券网讯据交易所公告，芳源股份公布网上申购情况及中签率，本次网上发行有效申购户数为5,672,762户，有效申购股数为7,121,526.00万股。回拨机制启动后，网下最终发行数量为53,200,000股，占扣除最终战略配售数量后发行数量的70.00%；网上最终发行数量为22,800,000股，占扣除最终战略配售数量后发行数量的30.00%。回拨机制启动后，网上发行最终中签率为0.03201561%。
",1,9
44,44,688148,2021-07-29 09:40:13,http://finance.eastmoney.com/a/202107292020290888.html,芳源股份网上发行最终中签率为0.0320%,"据交易所公告，芳源股份公布网上申购情况及中签率，本次网上发行有效申购户数为5,672,762户，有效申购股数为7,121,526.00万股。回拨机制启动后，网下最终发行数量为53,200,000股，占扣除最终战略配售数量后发行数量的70.00%；网上最终发行数量为22,800,000股，占扣除最终战略配售数量后发行数量的30.00%。回拨机制启动后，网上发行最终中签率为0.03201561%。
",1,2
45,45,688148,2021-07-29 04:53:11,http://finance.eastmoney.com/a/202107292019706693.html,贝特瑞：行业迎来黄金十年 要持续做行业龙头,"

近日，证券时报新三板高质量发展系列报道走进了贝特瑞位于深圳市光明区的工业园，与公司总经理、研究院院长任建国和公司董事会秘书张晓峰面对面交流。
上半年，贝瑞特业绩出现大幅增长。随着新能源汽车产业将进入发展快车道，公司作为锂离子电池负极材料行业龙头迎来了难得的机遇。任建国表示，从2021年到2030年将是这个行业的黄金10年，也是贝特瑞的黄金10年，公司正在加快谋划与布局，公司的战略是要持续保持龙头地位，甚至在市占率等方面进一步做强。谈及投资者最关心的转板问题，任建国表示，在相关政策明确以前，公司暂无转板申请计划。
年销售额有望大增
经历了去年净利润的短暂下滑之后，贝特瑞今年上半年业绩出现爆发式增长。
7月5日晚，贝特瑞交出了一份漂亮的业绩预告，预计今年1月至6月实现归母净利润7亿元至7.5亿元，较上年同期增长218.61%至241.37%，其中一方面就是由于下游电池生产商加大生产力度，电池材料市场需求迅速提升，带动公司正负极材料销量大幅增长。
“其实，从去年四季度开始，整个市场就爆发了。”任建国说，“特别突出的是人造石墨，这一块原来是贝特瑞的短板，但今年需求量也是非常大，因为包括海外一些客户以及国内两大巨头宁德时代、比亚迪，现在的需求都非常大，都是属于供不应求的状态，这种情况，我觉得还要持续一段时间。”
对于这种供不应求状况持续的时间，任建国估计会是一个长期的过程，“现在又强调碳中和、碳达峰，包括内蒙限电，所有的新建项目能耗指标是第一要素，没有这个你拿不下来，所有都谈不了。现在所有的省份都在严控能耗指标，需求这么旺盛，这边又在控制能耗，这种紧张情况我觉得还是会持续很长时间。”
任建国表示，这一行业将迎来黄金10年，“从2021年到2030年是这个行业的黄金10年，也是贝特瑞的黄金10年，更是我们团队的黄金10年。现在是市场需求起来了，不像前几年是政策扶起来的。”资料显示，公司准确把握各细分应用领域的市场机会，覆盖了以松下、三星SDI、LGES、SKI及村田等为核心的国际主流客户群体，也覆盖了以宁德时代、比亚迪、国轩高科、力神、亿纬锂能及鹏辉能源等为代表的国内主流客户群体。
对于今年业绩，贝特瑞预计销售额方面有可能会大幅增长，“我们一直讲百亿目标，已经讲了好几年了，今年应该是最接近这个目标了，而且这还是在我们把磷酸铁锂业务剥离后实现的。”任建国说。据公告披露，公司正极材料的毛利率大概在15%~20%之间，负极材料的毛利要高一些，基本上都稳定在30%~35%之间，正、负极的毛利还是有一定差异。任建国认为，正极业务之前的主要矛盾就是产能利用率太低，今年是产能完全释放了。“前面几年主要是产能没有发挥出来，但是今年高镍基本上是满产满销的情况。”
当问到公司今年的业绩有没有新的增长点时，任建国表示，所有的材料都是新增长点，因为所有的材料都在爆发式增长。“去年负极发货量不到8万吨，今年发货量预计将会大幅增长。此外，人造石墨肯定是增幅比较大的，天然石墨、高镍也是这样子，就是增幅不一样而已。”
对于未来行业的变化趋势，任建国表示这个赛道的黄金10年应该是比较明确的，“真的以前没有这种感觉，现在觉得这是一个国民经济的主战场了，包括海外也是，你看现在美国非常重视，拜登上来了以后也要求本土化，可能也会刺激美国产业的发展。欧洲的一些老牌工业强国也是这样子。现在已经完全是市场驱动了，已经到了这个阶段。”
保持龙头地位
拓展海外市场
贝特瑞成立于2000年8月，隶属于上市企业中国宝安，属于新能源新材料~锂离子电池正、负极材料制造业，按照产品分类，主要有正极材料、负极材料、其他品种、天然鳞片石墨、石墨制品加工等产品，具体包括天然石墨负极材料、人造石墨负极材料、硅基等新型负极材料与高镍三元正极材料(NCA、NCM811等)等锂离子电池正负极材料。该等材料是制造新能源汽车动力电池、消费电子电池、储能电池的核心材料。
数据显示，截至2020年末，贝特瑞的锂电池负极材料产量及市占率连续八年位列全国首位。从增长趋势来看，2018~2020年间，贝特瑞的产量由4.54万吨增加至8万吨，市占率由17.26%增长至22%，龙头地位稳固。“负极一直是老大，而且要持续做老大，公司的这个战略是非常清晰的。做全面的老大，除了市占率以外，还有包括技术、成本、品质、人才这些方面，这也是宝安集团对贝特瑞的要求”，任建国表示，贝特瑞是中国宝安在新能源、新材料板块的最重要布局。
他强调，龙头老大的地位肯定是要始终牢牢地把握在手里，甚至要进一步做强，包括市占率，“我觉得我们对市占率还有更高的要求，想把市占率做得更大一些，保持龙头地位。”
今年新能源汽车行业火爆，产业链上相关企业都明显出现业绩大增的现象，贝特瑞作为龙头，在战略布局上自然更加领先一步。任建国介绍，今年所有的工厂都在扩产，其中负极材料的5个工厂都在扩产，包括原来有基地的进一步扩大规模，还有新建的四川工厂和山东工厂，要做一体化项目；正极也有大动作，就是和SKI、亿纬锂能合资建设5万吨高镍基地。
今年5月，贝特瑞公告，子公司天津市贝特瑞新能源科技有限公司拟在其现有厂区(天津宝坻九园工业园区)内投资年产4万吨的锂电负极材料建设项目，项目计划总投资约7.62亿元，预计于2022年上半年投产，而在3月份，也传出贝特瑞与京阳科技合作建设人造石墨负极材料一体化基地项目的消息。
对于公司之前退出磷酸铁锂业务，然后增资投入锂电池高镍三元正极材料项目，任建国介绍，主要还是受制于投资能力，“因为我们有三个板块：负极、磷酸铁锂、高镍，我们三个板块如果都同步去投的话，压力太大，所以正极业务就把磷酸铁锂剥离了，然后集中去投高镍。”
2020年公司业务曾一度受到国外疫情影响，不过任建国表示，国外疫情现在对于业务来讲已经没有什么影响了，对生产经营市场这一块来说没什么问题，可能就是对运输有影响，“只要物流没有问题的话，从终端市场的需求来讲，我看是没问题的，现在真的是形成了疫情防控的常态化。”
研发持续高投入
在贝特瑞4月底公布的2021年一季度财报中，有一个数据引起投资者的关注：一季度研发费用达到1亿元。
任建国回应，研发方面肯定要持续投入，因为贝特瑞的核心就是创新，企业文化里面“创新引领”4个字就用了三遍。不过，任建国表示，现在研发方面最头疼的是没有场地，“这几年公司的规模越来越大，明年要求把深圳坪山的基地用上，把研发这块搬到坪山，改善条件，因为那边面积比较大。”
据了解，贝特瑞秉承“创新引领”的核心价值观和经营理念，始终坚持以技术创新为引领，通过持续研发投入，取得了丰硕的技术研发成果，获得国家、行业与市场的广泛认可。公司组建了院士工作站、博士后工作站、广州海关化验中心合作实验室，获得了国家企业技术中心等认证，还挂牌了多项省级或市级工程技术中心或实验室。
公司在锂离子电池正负极材料领域以及石墨烯等新能源、新材料领域形成了一系列行业领先的专利和专有技术成果，率先在境内外实施了石墨负极材料、硅基等新型负极材料、高镍三元正极材料以及石墨烯及相关电极材料等方面的系列化发明专利布局，截至2021年1月公司已获授权专利权286项，其中发明专利213项(国内发明专利172项，国外发明专利41项)。公司主导及参与制定的2项国际标准和12项国家标准已发布实施，目前仍有多项国际/国家标准在制定中。
自成立以来，贝特瑞或下属子公司主导或参与了包括7项国家863计划项目、近30项省部级重大或专项科研项目在内的近50项政府科研项目，且参与了《新能源汽车产业十三五规划》和工信部委托中国汽车工程学会牵头负责的《节能与新能源汽车技术路线图》的制定工作。
2019年和2020年，贝特瑞的研发费用分别为2.39亿元和2.50亿元，占当年营收的5.44%和5.61%，持续保持增长。
暂无转板计划
在去年底沉寂了一段时间之后，今年贝特瑞由于业绩爆发、股价飙涨，再度成为精选层乃至新三板的“人气王”。
截至7月21日收盘，贝特瑞收于76.95元，今年以来其股价已翻了一番，累计上涨100.60%。目前贝特瑞市值为373.50亿元，在精选层排名第一，在整个新三板则坐第二把交椅。新三板第一大市值公司为永安期货，其有意于上交所主板上市，目前已完成了招股说明书预披露更新，一旦永安期货“转板”成功，贝特瑞将接位成为新三板市值“老大”。
2015年，贝特瑞在新三板挂牌交易，2020年7月，公司首次向不特定合格投资者公开发行人民币普通股4000万股，募集资金总额16.7亿元，晋级新三板精选层。根据公开发行说明书，贝特瑞此次募资主要用于惠州市贝特瑞年产4万吨锂电负极材料项目、年产3万吨锂离子动力电池正极材料项目(二期)，以及补充流动资金。其中，正极材料项目建成后，将新增年产1.5万吨高镍三元的生产能力，合计形成3万吨的高镍产能，若全部达产将可创造40-50亿的产值，为公司后续开拓高镍三元正极材料市场奠定基础，有利于提升公司高镍三元正极材料的市场占有率，进而增强公司盈利能力。
据任建国介绍，精选层募投的两个项目，惠州市年产4万吨锂电负极材料项目已经投产了，这个项目做得很成功，基本上实现了投产即达产，因为正好赶上市场需求旺盛的情况；另外一个就是1.5万吨高镍三元项目，也已经试生产。
在问到公司对挂牌精选层以来的股价表现是否满意，怎么看待现在的估值时，张晓峰认为，挂牌新三板对贝特瑞是个机会：在新三板持续改革的背景下，整个市场确实是越来越好的，包括我们从创新层到精选层，实际上流动性在改善，融资功能也是在增强的，“我们在创新层的时候，2017年融了7.5亿元之后就融不到钱了，但是去年精选层一出来，我们一下就融了16亿多，有效地支持了公司的扩产。”张晓峰表示，公司未来还会有资金要求，希望精选层再融资的规则尽快出台，“新三板确实是越来越好了，但是跟A股比还有差距，希望这个差距能够缩小一些。”
对于外界最为关心的是否有转板规划这一“必答题”，任建国回应，目前没计划，还是因为分拆上市的问题，要看看后续对分拆有没有什么新的突破，“目前没有路径，我们就在等待。”任建国表示，只要有政策，就会积极考虑。
虽然贝特瑞能否转板有待政策突破，但其参股公司芳源股份科创板上市已经获批。目前贝特瑞持有芳源股份4803万股，占其首发前总股本的11.2%，为第二大股东。芳源环保主要业务是利用含镍、钴废料生产、销售镍电池和锂电池正极材料。
",1,195
46,46,688148,2021-07-28 10:08:19,http://finance.eastmoney.com/a/202107282018147286.html,今日申购：芳源股份,"广东芳源环保股份有限公司
保荐人(主承销商)：中国国际金融股份有限公司
发行情况：
公司简介：
芳源股份的控股股东为罗爱平，实际控制人为罗爱平、吴芳夫妇，近两年未发生变化。本次发行前，罗爱平直接持有芳源股份17.69%股份，高于第二大股东贝特瑞持股比例(11.20%)，为芳源股份控股股东；吴芳直接持有芳源股份4.00%股份，罗爱平和吴芳系夫妻关系，罗爱平夫妇合计直接或间接控制芳源股份28.81%股份表决权。
芳源股份主要从事锂电池三元正极材料前驱体和镍电池正极材料的研发、生产和销售，产品主要用于锂电池和镍电池的制造，并最终应用于新能源汽车动力电池、电动工具、储能设备及电子产品等领域。
芳源股份本次发行所募集资金将用于年产5万吨高端三元锂电前驱体(NCA、NCM)和1万吨电池氢氧化锂项目。
",1,3
47,47,688148,2021-07-28 10:02:08,http://finance.eastmoney.com/a/202107282018114678.html,7月28日新股提示：芳源股份申购 唯赛勃等上市 双枪科技等中签号出炉 厦钨新能等公布中签率,"据交易所公告，7月28日，芳源股份申购，申购代码：787148，发行价格：4.58元/股，顶格申购需配市值15万元。唯赛勃、霍普股份、润丰股份分别在科创板、创业板、创业板上市。双枪科技、安联锐视中签号出炉，投资者可缴款。厦钨新能、本川智能、绿岛风公布中签率，网上发行中签率分别为0.0276%、0.0118%、0.0111%。
【新股提示】
申购：芳源股份
上市：唯赛勃霍普股份润丰股份
中签号：双枪科技安联锐视
中签率：厦钨新能本川智能绿岛风
缴款：双枪科技安联锐视
【申购】
芳源股份今日申购顶格申购需配市值15万元
上证报中国证券网讯据交易所公告，芳源股份今日申购，申购代码：787148，发行价格：4.58元/股，单一账户申购上限15,000股，顶格申购需配市值15万元。
【上市】
唯赛勃今日上市发行价格5.85元/股
上证报中国证券网讯据交易所公告，唯赛勃今日在上海证券交易所科创板上市，公司证券代码为688718，发行价格5.85元/股，发行市盈率为24.63倍。
霍普股份今日上市发行价格48.52元/股
上证报中国证券网讯据交易所公告，霍普股份今日在深圳证券交易所创业板上市，公司证券代码为301024，发行价格48.52元/股，发行市盈率为29.98倍。
润丰股份今日上市发行价格22.04元/股
上证报中国证券网讯据交易所公告，润丰股份今日在深圳证券交易所创业板上市，公司证券代码为301035，发行价格22.04元/股，发行市盈率为13.91倍。
【中签号及缴款】
双枪科技中签号出炉中签号码共有36000个
上证报中国证券网讯据交易所消息，双枪科技公布网上中签结果，中签号码共有36000个，每个中签号码只能认购500股双枪科技股份有限公司股票。
中签号码如下：
安联锐视中签号出炉中签号码共有34400个
上证报中国证券网讯据交易所消息，安联锐视公布网上中签结果，中签号码共有34400个，每个中签号码只能认购500股珠海安联锐视科技股份有限公司A股股票。
中签号码如下：
【中签率】
厦钨新能网上发行最终中签率为0.0276%
上证报中国证券网讯据交易所公告，厦钨新能公布网上申购情况及中签率，本次网上发行有效申购户数为5,885,931户，有效申购股数为77,796,804,500股。回拨机制启动后，网下最终发行数量为32,701,782股，占扣除最终战略配售数量后本次公开发行数量的60.39%，占本次发行总量的52.00%；网上最终发行数量为21,453,000股，占扣除最终战略配售数量后本次公开发行数量的39.61%，占次发行总量的34.11%。回拨机制启动后，网上发行最终中签率为0.02757568%。
本川智能网上定价发行中签率为0.0118%
上证报中国证券网讯据交易所公告，本川智能公布网上申购情况及中签率，本次网上定价发行有效申购户数为14,500,607户，有效申数量为163,508,189,500 股。本次发行采用网上按市值申购向持有深圳市场非限售A股股份和非限售存托凭证市值的社会公众投资者直接定价发行的方式进行，全部为新股，不转让老股。本次发行新股1,932.4600万股，占本次发行后总股本的比例为25.00%，其中网上发行数量为1,932.4500万股，约占本次发行总量的99.9995%。剩余未达深市新股网上申购单元500股的余股100股由保荐机构(主承销商)中信证券股份有限公司包销。本次网上定价发行的中签率为0.0118186741%。
绿岛风网上定价发行中签率为0.0111%
上证报中国证券网讯据交易所公告，绿岛风公布网上申购情况及中签率，本次网上发行有效申购户数为14,493,671户，有效申购股数为152,880,365,000股。本次发行采用网上按市值申购向持有深圳市场非限售A股股份和非限售存托凭证市值的社会公众投资者直接定价发行的方式进行。本次发行全部为新股，不转让老股。本次发行中网上发行1,700万股，占本次发行总量的100%。本次网上定价发行的中签率为0.0111198060%。
",1,18
48,48,688148,2021-07-28 08:05:36,http://finance.eastmoney.com/a/202107282017608630.html,凭技术优势获大客户认可 芳源股份网上路演展实力,"7月27日下午，科创板拟上市公司芳源股份在上证路演中心、中国证券网举行网上路演。投资者向芳源股份管理层提出了上百个问题，涉及公司主营业务、科研实力、战略规划等方面。芳源股份董事长罗爱平携众高管有问必答，向投资者勾勒出了一幅公司的“高清全景图”。
芳源股份于2002年成立，主要从事锂电池三元正极材料前驱体和镍电池正极材料的研发、生产和销售，产品主要用于锂电池和镍电池的制造，并最终应用于新能源汽车动力电池、电动工具、储能设备及电子产品等领域。
比如，芳源股份凭借在高镍NCA三元前驱体领域的技术优势，2017年开始向松下销售高镍NCA(镍钴铝酸锂)三元前驱体，供松下制造高能量密度三元锂电池，最终用于特斯拉电动汽车。罗爱平介绍：“公司深耕镍电池正极材料和高镍三元正极材料前驱体多年，以领先的行业技术、严苛的品质控制和高效的响应速度，获得了松下的品质认证。”
芳源股份介绍，公司在2017年向松下批量供货后，2018年主营业务收入同比增长338.08%。2018年至2020年，公司NCA三元前驱体贡献毛利占主营业务毛利额的比例分别为83.98%、94.17%和91.89%，是公司最主要的盈利来源。
技术优势是芳源股份的亮点之一。芳源股份介绍，公司目前已取得专利41项，包括发明专利9项。其中，公司以“萃杂不萃镍”技术为代表的专利，改进了国内镍湿法冶金行业的工艺流程、降低了高纯硫酸镍的制造成本。
芳源股份强调，公司在研发方面拥有稳定、高素质和专业化的技术团队，专业覆盖化学、材料、工程、分析等学科领域。其中，罗爱平作为芳源股份的技术带头人，曾在中南工业大学(现更名为中南大学)有色冶金系先后任职副教授、教授，在冶金分离科学与工程领域积累了丰富的经验。
此次在科创板IPO募集的资金，芳源股份计划投向年产5万吨高端三元锂电前驱体(NCA、NCM)和1万吨电池氢氧化锂项目。其中，5万吨高端三元锂电前驱体项目的实施，将极大缓解公司供应紧张的局面，充分发挥公司高镍三元前驱体的技术和先发优势，并提升在高镍三元前驱体的市场占有率。
三元前驱体是三元正极材料的核心材料，近年来随着三元正极材料的出货量不断提升，三元前驱体市场需求也在不断增长。高工产研数据显示，2019年全球三元前驱体需求量为33.4万吨，预计到2025年将达148万吨，2019年至2025年的复合增长率达28.2%。
“公司及同行业三元前驱体上市公司将持续扩产以保障新能源汽车产业链稳健发展，在发展中求共赢。”罗爱平总结，此次发行上市后，芳源股份将迎来新一轮的跨越式发展，在核心竞争力的驱动下不断拼搏进取，发展壮大。
",1,35
49,49,688148,2021-07-28 08:04:15,http://finance.eastmoney.com/a/202107282017607564.html,芳源股份今日申购 顶格申购需配市值15万元,"据交易所公告，芳源股份今日申购，申购代码：787148，发行价格：4.58元/股，单一账户申购上限15,000股，顶格申购需配市值15万元。
",1,1
50,50,688148,2021-07-28 07:53:20,http://finance.eastmoney.com/a/202107282017600962.html,新股提示：芳源股份今日申购,"e公司讯，今日可申购芳源股份，芳源股份发行总数约8000万股，网上发行约为1520万股，发行市盈率42.23倍，申购代码为：787148，申购价格：4.58元，单一账户申购上限1.5万股，申购数量500股整数倍。
",1,2
